case_id,activity,timestamp,resource
CASE-0029,Reviewed,2025-01-13 14:02:25,Marcus Chen
CASE-0029,Sent Back for Correction,2025-01-13 15:42:01,Marcus Chen
CASE-0029,Reviewed,2025-01-13 19:36:38,Aisha Patel
CASE-0029,Approved,2025-01-15 08:26:07,Linda Park
CASE-0029,Completed,2025-01-15 11:40:04,Diana Vasquez
CASE-0030,Submitted,2025-01-06 08:29:00,Sarah Mitchell
CASE-0030,Reviewed,2025-01-06 12:36:19,Rachel Goldman
CASE-0030,Sent Back for Correction,2025-01-06 15:16:02,Marcus Chen
CASE-0030,Reviewed,2025-01-06 17:27:37,Rachel Goldman
CASE-0030,Approved,2025-01-07 12:59:09,Robert Dawson
CASE-0030,Completed,2025-01-07 18:09:09,Robert Dawson
CASE-0031,Submitted,2025-01-06 09:05:00,Kevin Nguyen
CASE-0031,Reviewed,2025-01-06 15:03:48,Aisha Patel
CASE-0031,Approved,2025-01-08 00:01:22,Linda Park
CASE-0031,Completed,2025-01-08 02:56:54,Robert Dawson
CASE-0032,Submitted,2025-01-13 09:40:00,Kevin Nguyen
CASE-0032,Reviewed,2025-01-13 13:24:42,Rachel Goldman
CASE-0032,Sent Back for Correction,2025-01-13 15:12:07,Marcus Chen
CASE-0032,Reviewed,2025-01-13 18:04:56,Rachel Goldman
CASE-0032,Approved,2025-01-14 14:05:02,Robert Dawson
CASE-0032,Completed,2025-01-14 16:01:15,Christopher Hall
CASE-0033,Submitted,2025-01-06 11:09:00,Kevin Nguyen
CASE-0033,Reviewed,2025-01-06 17:11:14,Aisha Patel
CASE-0033,Approved,2025-01-07 16:23:28,Linda Park
CASE-0033,Completed,2025-01-07 17:45:35,Linda Park
CASE-0034,Submitted,2025-01-17 08:40:00,Sarah Mitchell
CASE-0034,Reviewed,2025-01-17 13:47:55,Marcus Chen
CASE-0034,Sent Back for Correction,2025-01-17 15:15:16,Marcus Chen
CASE-0034,Reviewed,2025-01-17 17:18:45,Tom Henderson
CASE-0034,Approved,2025-01-19 20:18:39,Robert Dawson
CASE-0034,Completed,2025-01-19 23:38:58,Linda Park
CASE-0035,Submitted,2025-01-10 15:44:00,James Ortega
CASE-0035,Reviewed,2025-01-10 20:22:25,Tom Henderson
CASE-0035,Approved,2025-01-13 01:56:46,Christopher Hall
CASE-0035,Completed,2025-01-13 06:53:28,Christopher Hall
CASE-0036,Submitted,2025-01-23 12:20:00,James Ortega
CASE-0036,Reviewed,2025-01-23 18:09:47,Rachel Goldman
CASE-0036,Approved,2025-01-24 16:03:55,Linda Park
CASE-0036,Completed,2025-01-24 20:17:58,Linda Park
CASE-0037,Submitted,2025-01-06 11:47:00,Sarah Mitchell
CASE-0037,Reviewed,2025-01-06 15:22:03,Aisha Patel
CASE-0037,Approved,2025-01-08 07:12:08,Robert Dawson
CASE-0037,Completed,2025-01-08 08:48:19,Linda Park
CASE-0038,Submitted,2025-01-09 15:13:00,Priya Sharma
CASE-0038,Reviewed,2025-01-09 17:31:15,Rachel Goldman
CASE-0038,Approved,2025-01-10 23:22:42,Linda Park
CASE-0038,Completed,2025-01-11 03:46:13,Robert Dawson
CASE-0039,Submitted,2025-01-06 14:18:00,Kevin Nguyen
CASE-0039,Reviewed,2025-01-06 18:01:32,Marcus Chen
CASE-0039,Approved,2025-01-08 09:15:04,Christopher Hall
CASE-0039,Completed,2025-01-08 12:18:16,Diana Vasquez
CASE-0040,Submitted,2025-01-14 09:58:00,James Ortega
CASE-0040,Reviewed,2025-01-14 11:45:42,Rachel Goldman
CASE-0040,Approved,2025-01-16 00:27:04,Christopher Hall
CASE-0040,Completed,2025-01-16 02:59:40,Linda Park
CASE-0041,Submitted,2025-01-06 14:17:00,Priya Sharma
CASE-0041,Reviewed,2025-01-06 19:50:17,Aisha Patel
CASE-0041,Approved,2025-01-08 04:21:23,Diana Vasquez
CASE-0041,Completed,2025-01-08 08:51:58,Linda Park
CASE-0042,Submitted,2025-01-15 14:17:00,Priya Sharma
CASE-0042,Reviewed,2025-01-15 16:17:22,Rachel Goldman
CASE-0042,Approved,2025-01-16 20:14:57,Linda Park
CASE-0042,Completed,2025-01-17 01:23:50,Robert Dawson
CASE-0043,Submitted,2025-01-13 15:22:00,James Ortega
CASE-0043,Reviewed,2025-01-13 19:38:17,Rachel Goldman
CASE-0043,Approved,2025-01-15 06:38:29,Robert Dawson
CASE-0043,Completed,2025-01-15 11:48:29,Diana Vasquez
CASE-0044,Submitted,2025-01-13 09:28:00,Priya Sharma
CASE-0044,Reviewed,2025-01-13 15:17:57,Marcus Chen
CASE-0044,Approved,2025-01-15 09:27:26,Diana Vasquez
CASE-0044,Completed,2025-01-15 13:16:16,Linda Park
CASE-0045,Submitted,2025-01-16 12:19:00,James Ortega
CASE-0045,Reviewed,2025-01-16 14:55:04,Rachel Goldman
CASE-0045,Sent Back for Correction,2025-01-16 17:22:42,Rachel Goldman
CASE-0045,Reviewed,2025-01-16 22:34:30,Marcus Chen
CASE-0045,Approved,2025-01-18 04:37:01,Linda Park
CASE-0045,Completed,2025-01-18 07:07:57,Diana Vasquez
CASE-0046,Submitted,2025-01-14 10:20:00,James Ortega
CASE-0046,Reviewed,2025-01-14 13:26:52,Marcus Chen
CASE-0046,Approved,2025-01-16 00:46:23,Christopher Hall
CASE-0046,Completed,2025-01-16 04:13:01,Linda Park
CASE-0047,Submitted,2025-01-20 13:24:00,Kevin Nguyen
CASE-0047,Reviewed,2025-01-20 16:41:08,Marcus Chen
CASE-0047,Approved,2025-01-22 01:17:19,Diana Vasquez
CASE-0047,Completed,2025-01-22 05:03:21,Robert Dawson
CASE-0048,Submitted,2025-01-13 11:40:00,James Ortega
CASE-0048,Reviewed,2025-01-13 16:35:21,Rachel Goldman
CASE-0048,Approved,2025-01-14 23:27:26,Linda Park
CASE-0048,Completed,2025-01-15 00:43:39,Diana Vasquez
CASE-0049,Submitted,2025-01-14 07:05:00,Sarah Mitchell
CASE-0049,Reviewed,2025-01-14 09:26:10,Rachel Goldman
CASE-0049,Approved,2025-01-15 10:31:50,Diana Vasquez
CASE-0049,Completed,2025-01-15 15:21:31,Diana Vasquez
CASE-0050,Submitted,2025-01-06 13:36:00,Sarah Mitchell
CASE-0050,Reviewed,2025-01-06 16:59:04,Rachel Goldman
CASE-0050,Approved,2025-01-07 18:15:30,Robert Dawson
CASE-0050,Completed,2025-01-07 23:10:34,Robert Dawson
CASE-0051,Submitted,2025-01-07 10:42:00,Priya Sharma
CASE-0051,Reviewed,2025-01-07 16:06:51,Aisha Patel
CASE-0051,Sent Back for Correction,2025-01-07 17:29:08,Rachel Goldman
CASE-0051,Reviewed,2025-01-07 19:44:50,Rachel Goldman
CASE-0051,Approved,2025-01-08 15:51:44,Diana Vasquez
CASE-0051,Completed,2025-01-08 17:19:12,Diana Vasquez
CASE-0052,Submitted,2025-01-27 12:28:00,Kevin Nguyen
CASE-0052,Reviewed,2025-01-27 15:50:02,Marcus Chen
CASE-0052,Approved,2025-01-29 03:09:40,Robert Dawson
CASE-0052,Completed,2025-01-29 07:53:12,Linda Park
CASE-0053,Submitted,2025-01-09 10:07:00,James Ortega
CASE-0053,Reviewed,2025-01-09 14:13:18,Aisha Patel
CASE-0053,Approved,2025-01-10 08:42:09,Diana Vasquez
CASE-0053,Completed,2025-01-10 13:52:51,Christopher Hall
CASE-0054,Submitted,2025-01-13 10:42:00,Priya Sharma
CASE-0054,Reviewed,2025-01-13 15:55:34,Rachel Goldman
CASE-0054,Approved,2025-01-14 20:30:34,Robert Dawson
CASE-0054,Completed,2025-01-15 00:31:04,Diana Vasquez
CASE-0055,Submitted,2025-01-07 14:16:00,Kevin Nguyen
CASE-0055,Reviewed,2025-01-07 16:28:54,Marcus Chen
CASE-0055,Approved,2025-01-08 23:24:26,Robert Dawson
CASE-0055,Completed,2025-01-09 00:55:24,Robert Dawson
CASE-0056,Submitted,2025-01-09 13:52:00,Sarah Mitchell
CASE-0056,Reviewed,2025-01-09 18:39:01,Rachel Goldman
CASE-0056,Approved,2025-01-11 04:51:56,Diana Vasquez
CASE-0056,Completed,2025-01-11 07:36:53,Diana Vasquez
CASE-0057,Submitted,2025-01-17 10:16:00,Kevin Nguyen
CASE-0057,Reviewed,2025-01-17 12:56:09,Marcus Chen
CASE-0057,Approved,2025-01-18 18:57:10,Christopher Hall
CASE-0057,Completed,2025-01-19 00:08:21,Linda Park
CASE-0058,Submitted,2025-01-14 16:54:00,Sarah Mitchell
CASE-0058,Reviewed,2025-01-14 20:28:08,Marcus Chen
CASE-0058,Approved,2025-01-16 01:52:22,Linda Park
CASE-0058,Completed,2025-01-16 04:57:33,Linda Park
CASE-0059,Submitted,2025-01-08 12:34:00,Kevin Nguyen
CASE-0059,Reviewed,2025-01-08 15:07:28,Rachel Goldman
CASE-0059,Approved,2025-01-10 06:29:34,Linda Park
CASE-0059,Completed,2025-01-10 09:51:22,Linda Park
CASE-0060,Submitted,2025-01-15 09:25:00,James Ortega
CASE-0060,Reviewed,2025-01-15 15:36:05,Marcus Chen
CASE-0060,Approved,2025-01-16 12:33:00,Robert Dawson
CASE-0060,Completed,2025-01-16 14:52:02,Christopher Hall
CASE-0061,Submitted,2025-01-13 12:24:00,Priya Sharma
CASE-0061,Reviewed,2025-01-13 15:21:19,Tom Henderson
CASE-0061,Approved,2025-01-14 16:20:09,Diana Vasquez
CASE-0061,Completed,2025-01-14 21:08:38,Robert Dawson
CASE-0062,Submitted,2025-01-16 09:19:00,Kevin Nguyen
CASE-0062,Reviewed,2025-01-16 12:45:45,Marcus Chen
CASE-0062,Approved,2025-01-17 17:42:41,Diana Vasquez
CASE-0062,Completed,2025-01-17 21:26:16,Robert Dawson
CASE-0063,Submitted,2025-01-06 15:27:00,Sarah Mitchell
CASE-0063,Reviewed,2025-01-06 18:14:04,Rachel Goldman
CASE-0063,Approved,2025-01-08 10:56:34,Linda Park
CASE-0063,Completed,2025-01-08 15:36:34,Linda Park
CASE-0064,Submitted,2025-01-09 08:52:00,James Ortega
CASE-0064,Reviewed,2025-01-09 10:43:15,Marcus Chen
CASE-0064,Approved,2025-01-10 14:58:19,Robert Dawson
CASE-0064,Completed,2025-01-10 17:32:17,Robert Dawson
CASE-0065,Submitted,2025-01-10 08:13:00,James Ortega
CASE-0065,Reviewed,2025-01-10 12:06:12,Aisha Patel
CASE-0065,Approved,2025-01-11 12:15:30,Robert Dawson
CASE-0065,Completed,2025-01-11 14:27:55,Christopher Hall
CASE-0066,Submitted,2025-01-13 10:11:00,Priya Sharma
CASE-0066,Reviewed,2025-01-13 13:44:59,Tom Henderson
CASE-0066,Approved,2025-01-14 10:13:14,Linda Park
CASE-0066,Completed,2025-01-14 15:13:44,Diana Vasquez
CASE-0067,Submitted,2025-01-28 12:06:00,Kevin Nguyen
CASE-0067,Reviewed,2025-01-28 13:51:40,Rachel Goldman
CASE-0067,Approved,2025-01-29 14:17:27,Linda Park
CASE-0067,Completed,2025-01-29 17:01:03,Christopher Hall
CASE-0068,Submitted,2025-01-13 11:56:00,Sarah Mitchell
CASE-0068,Reviewed,2025-01-13 17:10:40,Tom Henderson
CASE-0068,Sent Back for Correction,2025-01-13 18:50:20,Rachel Goldman
CASE-0068,Reviewed,2025-01-14 00:28:57,Marcus Chen
CASE-0068,Approved,2025-01-15 03:07:19,Robert Dawson
CASE-0068,Completed,2025-01-15 06:52:42,Diana Vasquez
CASE-0069,Submitted,2025-01-13 10:17:00,Priya Sharma
CASE-0069,Reviewed,2025-01-13 13:45:10,Marcus Chen
CASE-0069,Sent Back for Correction,2025-01-13 15:41:04,Marcus Chen
CASE-0069,Reviewed,2025-01-13 17:55:16,Aisha Patel
CASE-0069,Approved,2025-01-14 16:18:05,Robert Dawson
CASE-0069,Completed,2025-01-14 20:17:58,Robert Dawson
CASE-0070,Submitted,2025-01-13 09:50:00,Sarah Mitchell
CASE-0070,Reviewed,2025-01-13 13:28:11,Rachel Goldman
CASE-0070,Approved,2025-01-14 10:51:41,Christopher Hall
CASE-0070,Completed,2025-01-14 13:58:44,Robert Dawson
CASE-0071,Submitted,2025-01-21 11:12:00,Kevin Nguyen
CASE-0071,Reviewed,2025-01-21 14:35:09,Marcus Chen
CASE-0071,Approved,2025-01-22 22:02:04,Linda Park
CASE-0071,Completed,2025-01-23 03:08:33,Diana Vasquez
CASE-0072,Submitted,2025-01-20 07:24:00,Sarah Mitchell
CASE-0072,Reviewed,2025-01-20 12:07:52,Rachel Goldman
CASE-0072,Approved,2025-01-21 17:16:06,Diana Vasquez
CASE-0072,Completed,2025-01-21 20:37:07,Diana Vasquez
CASE-0073,Submitted,2025-01-28 12:26:00,James Ortega
CASE-0073,Reviewed,2025-01-28 17:45:30,Rachel Goldman
CASE-0073,Approved,2025-01-30 01:21:10,Linda Park
CASE-0073,Completed,2025-01-30 05:26:06,Linda Park
CASE-0074,Submitted,2025-01-14 14:20:00,James Ortega
CASE-0074,Reviewed,2025-01-14 19:18:16,Rachel Goldman
CASE-0074,Approved,2025-01-16 02:12:56,Robert Dawson
CASE-0074,Completed,2025-01-16 04:21:13,Robert Dawson
CASE-0075,Submitted,2025-01-20 11:51:00,Sarah Mitchell
CASE-0075,Reviewed,2025-01-20 17:19:10,Rachel Goldman
CASE-0075,Sent Back for Correction,2025-01-20 18:51:09,Marcus Chen
CASE-0075,Reviewed,2025-01-20 23:39:14,Rachel Goldman
CASE-0075,Approved,2025-01-22 12:02:51,Linda Park
CASE-0075,Completed,2025-01-22 14:50:23,Linda Park
CASE-0076,Submitted,2025-01-16 18:22:00,Kevin Nguyen
CASE-0076,Reviewed,2025-01-16 21:43:28,Rachel Goldman
CASE-0076,Approved,2025-01-18 03:18:37,Robert Dawson
CASE-0076,Completed,2025-01-18 07:10:12,Robert Dawson
CASE-0077,Submitted,2025-01-17 10:22:00,Sarah Mitchell
CASE-0077,Reviewed,2025-01-17 16:29:29,Aisha Patel
CASE-0077,Approved,2025-01-19 23:06:52,Robert Dawson
CASE-0077,Completed,2025-01-20 02:45:16,Diana Vasquez
CASE-0078,Submitted,2025-01-15 08:29:00,James Ortega
CASE-0078,Reviewed,2025-01-15 10:45:42,Rachel Goldman
CASE-0078,Sent Back for Correction,2025-01-15 14:25:35,Tom Henderson
CASE-0078,Reviewed,2025-01-15 20:02:32,Tom Henderson
CASE-0078,Approved,2025-01-16 21:38:19,Robert Dawson
CASE-0078,Completed,2025-01-16 23:00:12,Robert Dawson
CASE-0079,Submitted,2025-01-06 14:25:00,Priya Sharma
CASE-0079,Reviewed,2025-01-06 17:37:40,Tom Henderson
CASE-0079,Approved,2025-01-08 01:59:30,Linda Park
CASE-0079,Completed,2025-01-08 04:21:07,Robert Dawson
CASE-0080,Submitted,2025-01-20 07:14:00,James Ortega
CASE-0080,Reviewed,2025-01-20 10:21:44,Aisha Patel
CASE-0080,Approved,2025-01-21 19:12:25,Linda Park
CASE-0080,Completed,2025-01-21 20:28:51,Linda Park
CASE-0081,Submitted,2025-01-10 11:45:00,Priya Sharma
CASE-0081,Reviewed,2025-01-10 17:26:36,Rachel Goldman
CASE-0081,Approved,2025-01-12 20:09:25,Robert Dawson
CASE-0081,Completed,2025-01-12 23:19:19,Linda Park
CASE-0082,Submitted,2025-01-10 10:12:00,James Ortega
CASE-0082,Reviewed,2025-01-10 14:58:36,Marcus Chen
CASE-0082,Approved,2025-01-12 17:35:35,Robert Dawson
CASE-0082,Completed,2025-01-12 20:28:46,Diana Vasquez
CASE-0083,Submitted,2025-01-08 13:51:00,James Ortega
CASE-0083,Reviewed,2025-01-08 19:11:49,Tom Henderson
CASE-0083,Approved,2025-01-10 01:37:34,Linda Park
CASE-0083,Completed,2025-01-10 05:07:50,Diana Vasquez
CASE-0084,Submitted,2025-01-20 13:55:00,Sarah Mitchell
CASE-0084,Reviewed,2025-01-20 16:06:33,Aisha Patel
CASE-0084,Approved,2025-01-21 21:57:23,Diana Vasquez
CASE-0084,Completed,2025-01-21 23:53:37,Robert Dawson
CASE-0085,Submitted,2025-01-06 15:52:00,Sarah Mitchell
CASE-0085,Reviewed,2025-01-06 18:41:35,Rachel Goldman
CASE-0085,Sent Back for Correction,2025-01-06 20:45:58,Aisha Patel
CASE-0085,Reviewed,2025-01-07 02:44:20,Marcus Chen
CASE-0085,Approved,2025-01-08 17:21:32,Diana Vasquez
CASE-0085,Completed,2025-01-08 19:29:59,Robert Dawson
CASE-0086,Submitted,2025-01-15 14:41:00,Priya Sharma
CASE-0086,Reviewed,2025-01-15 19:39:17,Rachel Goldman
CASE-0086,Approved,2025-01-17 09:57:07,Robert Dawson
CASE-0086,Completed,2025-01-17 12:05:13,Linda Park
CASE-0087,Submitted,2025-01-20 12:36:00,James Ortega
CASE-0087,Reviewed,2025-01-20 15:12:22,Rachel Goldman
CASE-0087,Approved,2025-01-21 20:33:09,Linda Park
CASE-0087,Completed,2025-01-21 22:04:09,Robert Dawson
CASE-0088,Submitted,2025-01-31 12:11:00,Sarah Mitchell
CASE-0088,Reviewed,2025-01-31 17:44:49,Marcus Chen
CASE-0088,Approved,2025-02-02 18:46:02,Robert Dawson
CASE-0088,Completed,2025-02-02 23:38:56,Linda Park
CASE-0089,Submitted,2025-01-16 09:53:00,Priya Sharma
CASE-0089,Reviewed,2025-01-16 13:22:33,Marcus Chen
CASE-0089,Sent Back for Correction,2025-01-16 17:29:35,Rachel Goldman
CASE-0089,Reviewed,2025-01-16 21:54:39,Aisha Patel
CASE-0089,Approved,2025-01-17 23:42:45,Linda Park
CASE-0089,Completed,2025-01-18 04:57:12,Robert Dawson
CASE-0090,Submitted,2025-01-29 13:42:00,Sarah Mitchell
CASE-0090,Reviewed,2025-01-29 19:40:10,Marcus Chen
CASE-0090,Approved,2025-01-31 12:48:10,Linda Park
CASE-0090,Completed,2025-01-31 14:57:40,Linda Park
CASE-0091,Submitted,2025-01-09 10:13:00,Sarah Mitchell
CASE-0091,Reviewed,2025-01-09 15:56:05,Marcus Chen
CASE-0091,Approved,2025-01-11 06:34:46,Robert Dawson
CASE-0091,Completed,2025-01-11 08:04:08,Linda Park
CASE-0092,Submitted,2025-01-17 13:51:00,Kevin Nguyen
CASE-0092,Reviewed,2025-01-17 17:01:07,Marcus Chen
CASE-0092,Approved,2025-01-19 23:44:27,Diana Vasquez
CASE-0092,Completed,2025-01-20 01:10:26,Robert Dawson
CASE-0093,Submitted,2025-01-15 13:10:00,James Ortega
CASE-0093,Reviewed,2025-01-15 17:47:08,Tom Henderson
CASE-0093,Approved,2025-01-16 14:10:57,Linda Park
CASE-0093,Completed,2025-01-16 16:19:22,Linda Park
CASE-0094,Submitted,2025-01-22 13:07:00,Sarah Mitchell
CASE-0094,Reviewed,2025-01-22 19:09:31,Marcus Chen
CASE-0094,Approved,2025-01-24 12:05:33,Diana Vasquez
CASE-0094,Completed,2025-01-24 13:46:22,Robert Dawson
CASE-0095,Submitted,2025-01-13 17:50:00,James Ortega
CASE-0095,Reviewed,2025-01-13 22:00:32,Aisha Patel
CASE-0095,Approved,2025-01-14 21:41:10,Robert Dawson
CASE-0095,Completed,2025-01-15 01:01:28,Linda Park
CASE-0096,Submitted,2025-01-20 10:56:00,Priya Sharma
CASE-0096,Reviewed,2025-01-20 13:47:54,Rachel Goldman
CASE-0096,Approved,2025-01-21 20:56:04,Christopher Hall
CASE-0096,Completed,2025-01-22 00:37:41,Linda Park
CASE-0097,Submitted,2025-01-27 09:49:00,James Ortega
CASE-0097,Reviewed,2025-01-27 11:40:07,Marcus Chen
CASE-0097,Approved,2025-01-28 11:38:22,Diana Vasquez
CASE-0097,Completed,2025-01-28 13:14:51,Linda Park
CASE-0098,Submitted,2025-01-20 17:32:00,James Ortega
CASE-0098,Reviewed,2025-01-20 22:49:23,Rachel Goldman
CASE-0098,Approved,2025-01-22 16:54:23,Linda Park
CASE-0098,Completed,2025-01-22 21:08:02,Robert Dawson
CASE-0099,Submitted,2025-01-17 12:24:00,Priya Sharma
CASE-0099,Reviewed,2025-01-17 16:02:50,Rachel Goldman
